customer_id,credit_score,balance,products_number,credit_card,active_member,estimated_salary,churn
15645942,689,0.0,2,1,1.0,164768.82,0
15688691,665,110610.41,2,0,1.0,1112.76,1
15592736,551,102994.04,1,1,0.0,176680.16,1
15673529,645,59893.85,2,1,0.0,43999.64,0
15724145,616,149318.55,1,1,0.0,140746.13,0
15704629,582,116409.55,1,0,1.0,152790.92,0
15597896,365,76555.61,1,1,0.0,81537.85,1
15731790,697,132591.36,1,1,1.0,7387.8,1
15634719,704,0.0,2,1,0.0,183038.33,0
15703205,656,113402.14,2,1,1.0,138849.06,0
15567333,712,0.0,2,1,0.0,170333.38,0
15754537,748,0.0,1,0,0.0,60416.76,0
15612030,724,0.0,2,1,1.0,100240.2,0
15573242,691,136953.47,1,1,1.0,2704.98,0
15601892,563,0.0,2,0,1.0,68815.05,0
15663885,741,0.0,1,1,1.0,64839.23,0
15701096,778,123863.64,1,1,0.0,144494.94,0
15710450,848,120811.89,1,1,1.0,185510.34,0
15790846,634,148430.55,1,1,1.0,56055.72,0
15658956,505,47869.69,2,1,1.0,155061.97,0
15755223,692,150926.99,2,0,1.0,119817.19,0
15787318,537,103163.35,1,1,0.0,16259.64,1
15737310,633,130206.28,1,1,0.0,100162.82,0
15763665,833,136674.51,2,0,0.0,5278.78,0
15668818,592,200322.45,1,1,1.0,113244.73,0
15765812,587,0.0,2,1,1.0,8908.0,0
15704844,550,80927.56,1,0,1.0,64490.67,0
15744582,680,0.0,3,1,0.0,154971.63,1
15616700,622,0.0,2,1,1.0,155786.39,0
15683521,594,142574.71,2,1,0.0,129084.82,0
15583049,643,160426.07,1,0,1.0,188533.11,0
15643752,540,76555.61,1,1,0.0,13411.67,0
15620398,635,98683.47,2,1,0.0,15733.19,0
15715707,657,118829.03,2,1,1.0,73127.61,0
15814209,814,118870.92,1,1,0.0,101704.19,0
15733768,600,76555.61,1,1,1.0,100162.82,0
15755242,682,0.0,1,1,1.0,114442.66,0
15729412,682,107192.38,1,1,1.0,15669.17,0
15746564,566,108010.78,1,1,1.0,157486.1,0
15588446,550,0.0,2,0,0.0,131281.28,0
15665221,630,129837.72,2,0,1.0,197001.15,0
15640846,546,106458.31,4,1,0.0,100162.82,1
15700209,486,97009.15,1,1,1.0,85101.0,0
15658360,762,122929.42,2,0,0.0,149822.04,0
15602735,692,152296.83,4,0,1.0,108040.86,1
15724834,498,0.0,2,0,0.0,100162.82,0
15800062,850,0.0,1,0,0.0,25867.67,1
15685300,603,128993.76,2,1,0.0,130483.56,0
15760102,551,0.0,1,1,0.0,183479.12,0
15787026,627,185267.45,2,1,1.0,77027.34,0
15653696,515,0.0,2,0,0.0,94141.75,0
15788946,605,116805.82,1,0,0.0,4092.75,0
15600724,567,129750.68,1,1,0.0,109257.59,0
15574324,568,129177.01,2,0,1.0,104617.99,0
15707144,571,82506.72,2,1,0.0,167705.07,0
15775891,634,107247.69,1,1,1.0,103712.05,1
15711789,768,0.0,1,0,1.0,161242.99,1
15600879,554,157780.93,2,1,0.0,6089.13,0
15681196,629,172170.36,1,1,1.0,159777.37,0
15716000,638,0.0,2,1,1.0,7919.08,0
15766776,576,0.0,1,1,1.0,100162.82,0
15680278,661,75361.44,1,1,0.0,27608.12,1
15688637,592,0.0,2,1,1.0,183569.25,0
15591179,702,0.0,2,1,1.0,145537.32,0
15677435,647,76555.61,2,1,0.0,164717.95,0
15698619,593,0.0,2,1,1.0,76357.43,0
15581036,712,109308.79,2,1,0.0,120158.72,1
15622117,625,76555.61,2,1,0.0,151843.54,0
15599301,538,164365.44,1,0,1.0,5698.97,0
15581548,637,98800.0,1,1,0.0,122865.55,0
15586870,632,76555.61,1,1,1.0,152665.85,0
15735263,736,76555.61,1,0,1.0,192131.77,0
15765322,755,84284.48,2,1,1.0,62851.6,0
15582944,425,0.0,2,1,0.0,140941.47,0
15687162,461,119889.84,1,0,0.0,56767.67,1
15644962,745,137910.45,1,1,1.0,177235.23,0
15612615,616,0.0,2,1,0.0,86242.18,0
15813439,587,76555.61,1,1,0.0,34215.58,0
15604544,850,166082.15,2,0,1.0,44406.17,0
15761348,601,0.0,2,1,0.0,165196.65,0
15785078,730,0.0,1,1,0.0,34542.41,0
15759874,532,148595.55,1,1,0.0,74838.64,1
15643658,850,94078.97,2,1,0.0,36980.54,0
15713267,779,0.0,2,0,1.0,111676.63,0
15737782,562,0.0,1,1,1.0,25858.68,0
15815490,670,164948.98,3,0,0.0,177028.0,1
15679410,729,140549.4,1,1,0.0,30990.16,1
15756241,767,152509.25,1,1,1.0,136915.15,0
15688409,742,191864.51,1,1,0.0,108457.99,1
15742272,669,96418.09,1,0,0.0,100162.82,1
15717898,542,131945.94,1,0,1.0,159737.56,0
15769582,586,0.0,2,1,1.0,142238.54,0
15635660,612,142910.15,1,1,0.0,105890.55,1
15576723,740,0.0,2,1,1.0,194270.91,0
15591577,584,146311.58,1,1,1.0,105443.47,0
15582325,524,87894.26,1,1,0.0,173899.42,1
15693947,614,97445.49,2,1,1.0,122823.34,0
15760446,598,76555.61,1,0,1.0,13181.37,1
15611105,799,0.0,2,0,1.0,140780.8,0
15630920,724,154485.74,2,0,0.0,78560.64,0
15574910,601,115625.07,1,1,0.0,185855.21,0
15756472,804,108396.67,1,1,0.0,128276.95,0
15682890,745,65095.41,2,1,1.0,140197.42,0
15641994,667,103018.45,1,1,0.0,32462.39,1
15733297,518,84764.79,1,1,1.0,162253.9,0
15767793,819,0.0,2,1,0.0,30498.7,0
15725698,520,115680.81,1,1,1.0,90280.7,0
15813532,625,0.0,2,1,0.0,100162.82,0
15576760,673,73088.06,2,0,0.0,196142.26,0
15732102,656,76555.61,2,1,0.0,16998.72,0
15739046,850,76555.61,1,0,1.0,62980.96,0
15631927,574,0.0,2,0,0.0,185660.3,0
15672115,679,0.0,2,1,1.0,77331.77,0
15618765,530,99948.45,1,0,1.0,97338.62,0
15679148,508,115451.05,2,0,0.0,67234.33,0
15728474,558,108235.91,1,1,1.0,143783.28,0
15636999,414,0.0,1,0,1.0,77661.12,1
15754261,648,98795.61,2,1,0.0,89123.99,0
15629150,721,0.0,2,1,1.0,70810.8,0
15736274,751,0.0,2,0,0.0,17550.49,0
15627697,662,0.0,2,0,1.0,21497.27,0
15721585,628,113146.98,2,0,1.0,124749.08,0
15639946,597,162532.14,3,1,0.0,100162.82,1
15792176,698,92053.44,1,1,1.0,143681.83,0
15699450,723,0.0,2,1,1.0,150694.58,0
15729954,586,0.0,3,1,0.0,170487.4,1
15600103,633,104944.1,1,1,1.0,97684.46,0
15786200,564,0.0,2,1,0.0,100162.82,0
15797010,649,0.0,2,1,0.0,15200.61,0
15670172,622,107879.04,1,0,1.0,196894.62,0
15627352,459,110356.42,1,1,0.0,100162.82,1
15622494,718,0.0,2,0,0.0,26229.24,0
15585835,655,109783.69,2,1,0.0,134034.32,0
15595071,696,149777.0,1,1,1.0,198032.93,0
15628203,637,76555.61,1,0,0.0,119882.86,0
15667190,630,85818.18,1,1,1.0,133102.3,0
15780212,592,212692.97,1,0,0.0,176395.02,0
15766869,634,89696.84,2,1,1.0,193179.88,0
15775741,608,0.0,2,1,1.0,125062.02,0
15628170,565,68067.24,1,1,0.0,143287.58,0
15701318,763,148564.66,1,0,1.0,100162.82,0
15710928,665,136354.16,1,1,1.0,93769.89,0
15682547,649,122214.0,1,0,1.0,88965.46,0
15631170,695,0.0,2,1,1.0,30793.61,0
15648702,775,119684.88,2,1,1.0,74532.02,0
15783444,788,135139.33,1,0,1.0,113086.08,0
15809178,569,146100.75,1,1,0.0,32574.01,1
15806688,726,123110.9,3,0,1.0,130113.78,1
15576824,564,111760.4,3,1,1.0,104722.47,1
15675422,544,110728.39,1,1,1.0,14559.62,0
15681550,614,121558.46,1,1,1.0,598.8,0
15812628,453,120623.21,1,1,0.0,129697.99,0
15597951,471,114713.57,1,1,1.0,36315.03,0
15807045,829,103457.76,1,0,0.0,1114.12,0
15581748,754,101134.87,2,1,1.0,70954.41,0
15770420,749,78136.36,2,1,1.0,73470.98,0
15608230,667,0.0,2,1,0.0,91573.19,0
15730339,670,133446.34,1,0,0.0,3154.95,0
15712584,670,0.0,2,1,1.0,88187.81,0
15592816,623,76555.61,1,1,0.0,118855.26,1
15641480,571,131354.25,1,1,0.0,125256.53,0
15708505,641,62974.64,2,0,1.0,39016.43,0
15791131,551,143340.44,1,1,1.0,145796.49,0
15618225,741,116993.43,2,1,0.0,100162.82,0
15644724,472,58662.92,2,0,1.0,73322.0,0
15662098,650,76555.61,3,0,0.0,113677.53,1
15723894,625,137555.44,1,0,0.0,124607.7,0
15787699,650,142393.11,1,1,1.0,11276.48,0
15687738,535,0.0,2,1,0.0,136620.64,0
15576126,649,125785.23,1,1,1.0,70523.92,0
15658889,689,136444.25,1,1,0.0,51980.25,1
15667046,694,76555.61,1,1,0.0,113481.02,0
15669957,655,144696.75,1,1,1.0,49025.79,0
15655794,620,0.0,2,1,1.0,145937.99,0
15599829,577,0.0,2,1,1.0,25161.61,0
15753332,401,128140.17,1,1,0.0,175753.55,1
15671124,599,120383.41,1,1,1.0,24903.09,0
15767474,481,0.0,3,1,1.0,169719.35,1
15720671,704,129735.3,2,1,1.0,179565.57,0
15626787,698,185078.26,1,0,0.0,100162.82,1
15774491,480,0.0,2,0,0.0,48131.92,0
15579647,682,0.0,1,1,1.0,160828.98,0
15625522,700,76555.61,2,0,1.0,100162.82,0
15765806,492,144591.96,1,1,1.0,196293.76,0
15566708,444,76555.61,2,1,0.0,100162.82,1
15668347,624,0.0,2,0,0.0,84635.64,0
15575214,709,0.0,1,1,0.0,159486.76,0
15591123,557,100194.44,1,1,1.0,38596.34,0
15573280,646,145295.31,2,1,1.0,27814.74,0
15589018,719,106070.29,2,1,1.0,183893.31,0
15654495,706,120621.89,1,1,1.0,140803.7,0
15597265,660,0.0,2,0,1.0,146585.53,0
15733876,667,0.0,2,1,1.0,40062.29,0
15677217,705,0.0,1,1,1.0,181300.32,0
15747265,598,171283.91,1,1,1.0,84136.12,0
15713379,669,0.0,2,1,1.0,197594.34,0
15730433,580,76555.61,1,1,0.0,125953.83,1
15693347,676,0.0,2,1,1.0,75465.41,0
15715465,714,77776.39,1,1,0.0,177737.07,0
15680736,597,124978.19,2,1,1.0,7144.46,0
15610765,559,0.0,2,0,0.0,100162.82,0
15650034,564,0.0,1,1,1.0,162428.05,0
15782468,850,76555.61,2,1,1.0,12457.76,1
15685109,689,0.0,2,0,0.0,14917.09,0
15776233,758,125397.21,1,1,0.0,182184.09,1
15761141,604,0.0,2,1,1.0,129984.2,0
15781702,733,76555.61,2,0,1.0,194872.97,0
15790235,778,104291.41,2,1,1.0,117507.11,0
15641416,732,94867.18,2,1,1.0,157527.6,1
15775234,646,0.0,2,0,0.0,92612.88,0
15659475,597,135703.59,2,0,0.0,74850.84,0
15642202,821,106453.53,2,0,1.0,127413.0,0
15771417,640,132412.38,1,0,0.0,69584.3,1
15585100,511,124401.6,1,1,0.0,198814.24,1
15700487,805,118022.06,3,1,0.0,162643.15,1
15726589,540,76555.61,1,1,0.0,114092.52,0
15747503,705,184552.12,1,1,0.0,68860.3,1
15595883,540,76555.61,1,1,1.0,16150.34,0
15663826,532,0.0,1,1,1.0,115227.02,0
15742820,535,76555.61,2,0,1.0,170621.55,0
15624793,627,184244.86,1,1,0.0,103099.22,0
15597930,646,59669.43,1,0,0.0,172495.81,1
15665110,515,79543.59,1,0,1.0,38772.82,0
15770719,697,151553.19,1,1,1.0,44946.29,0
15731327,652,166527.88,2,0,1.0,146007.7,0
15576044,579,150329.15,1,1,0.0,145558.42,0
15775662,760,121911.59,1,1,0.0,100162.82,0
15646817,769,156773.78,2,1,0.0,40257.79,0
15596060,498,127864.26,1,1,1.0,46677.9,0
15723299,774,113709.28,1,1,1.0,153887.93,1
15636982,705,79974.55,1,1,1.0,103108.33,0
15751175,648,0.0,2,1,1.0,58652.23,0
15618936,688,0.0,1,1,0.0,91624.11,1
15787529,592,0.0,1,1,0.0,65986.48,1
15780128,705,144427.96,2,1,0.0,113845.19,0
15615991,654,99263.09,1,1,1.0,67607.9,0
15757001,624,76555.61,2,1,1.0,145471.94,0
15595388,594,0.0,2,1,1.0,124071.71,0
15699550,695,0.0,2,1,1.0,67502.12,0
15581620,597,76555.61,3,1,1.0,78707.97,0
15600934,758,125095.94,1,1,0.0,171189.83,1
15738672,737,162485.8,2,1,0.0,149381.32,0
15721307,694,95668.82,2,1,0.0,100335.55,0
15619280,683,0.0,2,1,0.0,152698.24,0
15768244,538,0.0,2,1,1.0,41192.95,0
15806837,669,0.0,1,1,0.0,132540.33,0
15643496,730,74197.38,2,1,0.0,100162.82,0
15813916,622,89688.94,1,1,1.0,152305.47,0
15626385,714,103121.33,2,1,1.0,49672.01,0
15603582,569,0.0,1,1,0.0,100162.82,0
15764351,668,120170.07,1,0,1.0,50454.8,0
15667938,628,76555.61,2,1,1.0,16402.11,0
15576360,600,141136.79,1,1,1.0,67803.83,0
15628813,693,152341.55,1,1,0.0,9241.78,0
15584190,704,120026.98,2,0,1.0,100601.73,0
15716449,527,132168.28,1,0,0.0,98734.15,0
15759913,553,85200.82,2,1,1.0,160574.09,0
15701555,575,84903.33,2,0,1.0,26015.8,0
15758482,626,0.0,2,0,0.0,187172.54,0
15758171,582,0.0,1,1,1.0,55763.66,0
15680346,683,0.0,1,1,0.0,75848.22,0
15649124,850,121535.18,1,0,0.0,40313.47,0
15812917,653,116662.96,2,1,1.0,23864.21,0
15768455,679,0.0,2,1,1.0,51380.9,0
15703059,549,124829.16,1,0,1.0,93551.36,0
15646196,850,155180.56,2,0,0.0,100162.82,0
15585451,558,108262.87,1,1,1.0,6935.31,0
15714057,528,0.0,2,1,0.0,100162.82,0
15748473,801,0.0,2,1,0.0,66256.27,0
15785782,513,0.0,1,1,1.0,114709.13,1
15693233,666,76555.61,2,1,1.0,158357.97,0
15757521,606,132164.26,1,0,1.0,164815.59,0
15812513,599,103583.05,1,1,0.0,132127.69,1
15674950,544,142406.43,2,1,0.0,146637.45,0
15678572,529,99842.5,2,1,0.0,90256.06,1
15713608,850,0.0,2,1,1.0,34827.43,0
15579262,497,0.0,1,0,1.0,22074.48,0
15610426,764,81042.42,1,0,1.0,109805.17,0
15776454,603,0.0,1,1,0.0,100478.6,1
15771483,609,0.0,2,1,1.0,97416.34,0
15648489,487,199689.49,1,1,1.0,24207.86,1
15646609,748,142645.43,1,0,0.0,69132.66,0
15693203,710,0.0,2,1,1.0,9376.89,0
15813067,432,76555.61,1,1,0.0,43046.7,1
15769829,534,76555.61,2,0,1.0,20856.31,0
15662434,607,0.0,2,0,0.0,187048.72,0
15773503,551,0.0,2,1,0.0,53420.53,0
15705890,674,142072.02,1,1,0.0,37013.29,0
15711398,525,0.0,2,1,0.0,89566.64,0
15752375,645,149564.61,1,0,1.0,149913.84,0
15659175,755,0.0,2,1,0.0,18066.69,0
15597033,708,153366.13,1,1,1.0,100162.82,0
15590228,715,76467.16,1,1,1.0,173511.72,0
15631848,727,121508.28,1,1,1.0,146785.44,0
15654211,559,0.0,1,0,1.0,1050.33,0
15707968,545,73211.12,2,1,0.0,89587.34,1
15594084,524,0.0,2,1,0.0,74405.34,0
15651093,707,0.0,2,0,1.0,54409.48,0
15798824,671,92674.94,2,1,0.0,3647.57,0
15671591,439,96196.24,4,1,0.0,198874.52,1
15707189,667,114391.62,1,1,1.0,53412.54,0
15733581,831,80262.66,1,1,0.0,194867.78,0
15641640,545,173331.52,1,1,0.0,150452.88,0
15585284,604,147285.52,1,1,1.0,57807.05,0
15617866,657,119785.47,2,1,1.0,100162.82,0
15667751,487,76555.61,1,1,0.0,194073.33,0
15669411,750,107467.56,1,1,0.0,126233.18,1
15789425,694,76555.61,2,1,1.0,182354.46,1
15570943,711,133607.75,1,1,1.0,120586.32,0
15685829,551,0.0,2,1,1.0,50578.4,0
15721917,559,95139.41,1,1,1.0,86575.46,0
15776047,620,0.0,2,0,1.0,153392.28,0
15716024,660,76555.61,2,1,0.0,115509.59,0
15675328,449,0.0,2,1,0.0,82176.48,0
15604314,703,97331.19,1,1,0.0,63717.49,0
15658339,795,139265.63,2,1,1.0,198745.94,0
15630402,594,0.0,1,0,1.0,5719.11,0
15689616,586,168094.01,1,0,0.0,20058.61,0
15774224,613,131563.88,2,1,0.0,170638.98,0
15701291,601,0.0,2,1,0.0,30607.11,0
15719606,657,0.0,2,0,1.0,37171.46,0
15644119,531,0.0,1,1,1.0,42589.33,0
15646859,621,107363.29,1,1,1.0,100162.82,0
15606836,782,94493.03,1,0,1.0,101866.39,0
15664150,528,170214.23,2,1,0.0,49284.0,0
15624510,696,76555.61,1,1,0.0,27445.4,1
15810944,586,0.0,2,1,0.0,70760.69,0
15668575,626,148610.41,3,0,1.0,104502.02,1
15603246,498,170241.7,2,1,1.0,165407.96,0
15804002,691,128306.83,1,1,1.0,113580.79,0
15728773,568,0.0,2,1,1.0,45978.39,0
15598044,715,76555.61,1,1,1.0,152012.36,0
15694829,680,175454.0,1,0,1.0,100162.82,0
15600575,802,0.0,2,1,0.0,47322.05,0
15727311,539,76555.61,2,1,1.0,38772.65,0
15570769,494,93320.8,1,1,1.0,24489.44,0
15606274,594,63176.44,2,1,1.0,14466.08,0
15746139,596,139451.67,1,0,0.0,100162.82,0
15704987,649,76555.61,1,1,1.0,41858.43,0
15628972,699,123906.22,3,1,1.0,127443.82,1
15697686,787,0.0,2,1,1.0,84151.98,0
15733883,604,0.0,2,0,0.0,58595.64,0
15617482,489,131441.51,1,1,0.0,37240.11,1
15704583,651,76555.61,1,1,0.0,114522.68,1
15621083,698,136325.48,2,1,1.0,72549.27,1
15649487,578,113150.44,2,1,0.0,176712.59,1
15736760,538,0.0,1,0,0.0,152855.96,0
15714658,696,0.0,2,1,1.0,100162.82,0
15599081,507,102785.16,1,1,1.0,70323.68,0
15705113,685,83264.28,1,0,0.0,9663.28,0
15631159,705,72252.64,2,1,1.0,142514.66,0
15792818,499,148051.52,1,1,0.0,118623.94,0
15633531,717,138489.66,1,1,1.0,68400.14,0
15744529,510,0.0,2,1,1.0,115291.86,0
15669656,632,111589.33,1,1,1.0,170382.99,0
15581198,668,122104.79,1,1,0.0,112946.67,1
15729054,744,96106.83,1,1,1.0,79812.77,0
15573452,663,115930.87,1,1,0.0,19862.78,0
15776733,638,124513.66,2,1,0.0,158610.89,0
15724858,688,0.0,1,1,0.0,191212.63,1
15713144,588,0.0,1,1,0.0,61931.21,0
15690188,631,76555.61,1,1,1.0,58043.02,1
15689425,687,100988.39,2,1,0.0,22247.27,0
15671766,599,76555.61,1,1,1.0,31448.52,0
15782806,718,0.0,2,1,1.0,146875.86,0
15764419,730,0.0,2,1,1.0,116081.93,0
15591915,533,0.0,1,0,1.0,73669.94,1
15772798,711,0.0,2,1,1.0,93959.96,0
15792008,555,0.0,2,0,1.0,158918.03,0
15715541,850,113311.11,1,1,1.0,198193.75,0
15639277,678,0.0,1,0,0.0,13160.03,0
15798850,576,76555.61,2,1,0.0,4660.91,0
15776348,835,124365.42,1,0,0.0,180197.74,1
15727696,592,147249.29,2,1,1.0,63023.02,0
15793813,774,103688.19,1,0,1.0,118971.74,0
15694395,620,138740.24,2,0,0.0,154700.61,0
15764195,519,111900.14,1,1,1.0,97577.17,0
15744919,734,152760.24,1,1,1.0,48990.5,0
15671655,763,143966.3,2,1,1.0,100162.82,1
15654901,733,141556.96,1,1,1.0,130189.53,0
15649136,650,0.0,2,1,1.0,16301.91,0
15775562,538,76555.61,2,1,0.0,126962.41,0
15807481,577,0.0,1,1,1.0,158750.53,0
15642885,792,0.0,2,1,0.0,199644.2,0
15789109,686,0.0,1,1,1.0,144272.71,1
15814004,589,0.0,2,0,1.0,98320.27,0
15673619,530,162560.32,1,1,0.0,64129.03,0
15595135,778,123229.46,1,1,0.0,181221.09,0
15583681,616,76665.71,2,1,1.0,163809.08,0
15605000,550,140278.99,3,1,1.0,100162.82,1
15718071,655,0.0,2,0,1.0,100162.82,0
15679760,721,76555.61,2,0,0.0,102950.79,0
15654574,499,131142.53,2,1,0.0,174918.46,0
15577178,511,68375.27,1,1,0.0,193160.25,1
15595324,579,117833.3,3,0,0.0,5831.0,1
15756932,696,0.0,2,1,1.0,82298.59,0
15726358,681,0.0,2,0,0.0,130686.59,0
15595228,815,0.0,1,0,1.0,52885.23,1
15782530,681,111093.01,1,1,0.0,68985.99,0
15592877,641,132657.55,1,1,0.0,35367.19,0
15651983,591,76555.61,1,1,1.0,196241.94,1
15746737,565,69129.59,1,1,1.0,170705.53,0
15774179,487,0.0,2,1,1.0,126477.41,0
15667265,729,121404.64,1,1,1.0,100162.82,0
15655123,505,131355.3,3,1,1.0,195395.33,1
15595917,580,102097.33,1,0,1.0,168285.85,0
15668385,642,154863.15,1,1,1.0,138052.51,0
15709476,850,99945.93,2,1,0.0,71179.31,0
15711218,616,121704.32,2,1,0.0,55556.3,0
15798659,526,76555.61,2,1,0.0,31705.19,0
15663939,523,138782.76,1,1,1.0,186118.93,0
15694946,663,76555.61,2,1,1.0,195580.28,0
15631912,840,136291.71,1,1,0.0,54113.38,0
15768816,570,107856.57,2,1,0.0,127528.84,0
15682268,676,76555.61,1,0,1.0,60231.74,1
15684801,689,93871.95,3,1,0.0,156878.42,1
15636428,703,0.0,1,1,0.0,182784.11,1
15809823,491,125860.2,1,0,0.0,129690.5,0
15699284,584,76555.61,1,1,0.0,113860.81,0
15786993,810,76555.61,2,0,1.0,184524.74,0
15709441,745,0.0,1,1,1.0,36124.98,0
15710257,625,130786.92,1,0,1.0,121316.07,0
15582492,535,112367.34,1,1,0.0,185630.76,0
15575694,729,91091.06,2,1,0.0,100162.82,0
15756820,655,106198.5,1,0,1.0,32020.42,0
15766289,751,142669.93,2,1,0.0,162760.96,0
15593014,525,112833.35,1,0,1.0,175178.56,0
15584545,532,0.0,2,0,1.0,177099.71,0
15675949,696,0.0,2,1,1.0,66406.37,0
15672091,786,104336.43,2,0,0.0,59559.81,0
15801658,580,104305.74,1,0,1.0,175750.21,0
15706185,596,140187.1,2,1,1.0,174311.3,0
15789863,683,0.0,2,1,0.0,171716.81,0
15720943,747,114959.12,1,1,0.0,189362.39,1
15697997,602,76555.61,1,0,1.0,180716.1,1
15665416,779,76555.61,1,0,1.0,116977.89,0
15660200,551,76555.61,2,1,1.0,185105.44,0
15619653,666,0.0,1,1,0.0,100162.82,1
15773447,526,0.0,1,1,0.0,100162.82,0
15739160,849,115465.28,1,1,0.0,103174.5,0
15689237,471,0.0,2,1,0.0,122642.09,0
15679297,628,184926.61,1,1,0.0,122937.57,0
15591433,674,85957.88,2,1,0.0,8757.39,0
15642725,797,76555.61,1,0,1.0,125782.29,0
15701962,590,166930.76,2,1,0.0,122487.73,0
15811613,588,0.0,1,1,0.0,100162.82,0
15741049,577,0.0,2,1,1.0,55473.15,0
15724423,571,107193.82,2,0,0.0,38962.94,0
15574305,680,116275.12,1,1,1.0,63795.8,0
15678168,648,0.0,2,1,1.0,100162.82,0
15697020,618,91068.56,1,1,0.0,26578.69,0
15610801,648,123049.21,1,0,1.0,5066.76,0
15745232,759,0.0,2,1,1.0,140497.67,0
15722758,585,0.0,2,0,1.0,146156.98,0
15792102,774,137781.65,1,0,0.0,199316.19,0
15675185,697,108128.96,2,1,1.0,103944.37,0
15801247,605,105317.73,2,1,0.0,138021.36,0
15725660,676,80569.73,1,0,0.0,68621.98,0
15638963,678,174852.89,1,1,1.0,28149.06,0
15800061,495,89158.94,3,1,0.0,135169.76,1
15578006,787,0.0,2,1,1.0,116537.96,0
15668504,770,89800.14,1,1,1.0,105922.69,0
15687491,817,101207.75,1,0,0.0,88211.12,1
15610403,659,106086.42,2,1,0.0,26900.63,0
15741094,693,0.0,2,1,1.0,3494.02,0
15807909,744,0.0,2,1,1.0,113163.17,0
15666141,829,101440.36,2,1,1.0,19324.5,0
15617134,716,0.0,2,1,0.0,189678.7,0
15783029,671,106603.74,2,1,1.0,26387.71,0
15622833,835,130420.2,2,0,0.0,106276.55,0
15746422,636,0.0,1,1,0.0,45015.38,0
15750839,649,76555.61,1,1,1.0,173495.77,0
15749130,621,74298.43,1,1,1.0,52581.96,0
15779862,658,133003.03,1,0,1.0,100162.82,1
15767871,784,0.0,2,1,1.0,182609.97,0
15679651,783,136689.66,1,1,0.0,197890.65,0
15576219,615,0.0,2,1,1.0,6225.63,0
15699247,791,76555.61,2,1,1.0,123977.86,1
15619087,762,102520.37,1,1,1.0,170195.4,0
15605327,607,0.0,2,1,1.0,114190.3,0
15610140,601,0.0,2,1,0.0,27022.57,0
15791174,540,88382.01,1,0,1.0,59457.0,0
15602373,812,115049.15,2,1,0.0,165038.41,0
15762605,685,104796.54,1,1,1.0,154181.41,0
15598840,680,123082.08,1,1,0.0,134960.98,0
15744279,680,0.0,2,1,1.0,100162.82,0
15670619,631,76555.61,2,0,0.0,117374.22,0
15599533,569,0.0,2,1,1.0,77703.19,0
15757837,584,88311.48,2,1,1.0,177651.38,0
15697574,582,76555.61,3,1,1.0,60954.45,0
15578738,609,71872.19,1,1,1.0,151924.9,0
15762228,506,110046.93,2,1,0.0,26318.73,0
15614827,503,104430.08,1,1,1.0,147557.71,0
15789815,503,0.0,2,1,0.0,100162.82,0
15579781,806,138653.51,1,1,0.0,190803.37,0
15587013,653,102575.04,1,1,1.0,11043.54,0
15570932,666,76555.61,2,1,1.0,119100.05,1
15794661,674,0.0,2,1,0.0,140579.17,0
15581654,798,0.0,2,0,1.0,37731.95,0
15644296,740,105209.54,1,1,0.0,1852.58,0
15614420,531,109570.21,2,1,1.0,172049.84,0
15609653,614,118715.86,1,1,0.0,133591.11,1
15594577,556,0.0,2,1,1.0,192751.18,0
15584114,678,153393.18,2,1,1.0,193828.27,0
15673367,587,132603.36,1,1,0.0,55775.72,0
15685576,527,0.0,2,1,1.0,100162.82,0
15774727,757,129398.01,2,0,0.0,100162.82,0
15694288,468,0.0,2,1,0.0,170661.02,0
15603319,693,151352.74,1,0,0.0,197145.89,0
15759066,483,136836.49,1,1,0.0,192359.9,1
15814816,466,91592.06,1,1,0.0,141210.18,1
15724402,770,0.0,2,1,0.0,100557.03,0
15571059,734,0.0,1,1,0.0,130805.54,1
15674206,716,0.0,2,1,1.0,92606.98,0
15715160,439,165536.28,2,1,1.0,123956.83,0
15730448,538,62482.95,1,1,1.0,102758.43,0
15662067,743,68155.59,1,1,0.0,94876.65,0
15779581,734,55853.33,2,0,1.0,94811.85,1
15662901,656,0.0,2,0,1.0,67840.81,0
15689751,666,79589.43,1,0,1.0,4050.57,0
15667742,627,100880.76,1,0,1.0,134665.25,0
15738448,480,174330.35,2,0,0.0,181647.13,0
15680243,792,143390.51,1,1,0.0,33282.84,0
15745083,613,91415.76,1,0,0.0,27965.0,1
15708228,476,134366.42,1,1,0.0,68343.53,0
15628523,539,76555.61,2,1,1.0,198161.07,0
15708196,696,88786.81,1,1,1.0,196858.4,0
15735549,810,96814.46,2,1,1.0,120511.03,0
15809347,763,160680.41,1,1,0.0,30886.35,0
15660866,640,0.0,2,1,0.0,100162.82,0
15766609,655,0.0,2,1,0.0,167778.62,0
15654230,526,145537.21,1,1,0.0,132404.64,0
15794566,678,0.0,2,1,1.0,144423.17,1
15800890,554,0.0,2,1,1.0,100162.82,0
15697424,597,119370.11,1,1,1.0,182726.22,1
15724536,560,0.0,2,1,1.0,120880.72,0
15735878,850,134381.52,1,0,1.0,100162.82,1
15707596,546,114888.74,2,1,1.0,66732.63,1
15657163,623,149332.48,2,1,0.0,100834.22,0
15622478,698,105061.74,3,1,0.0,107815.31,1
15779529,620,0.0,2,1,1.0,100162.82,0
15636023,619,0.0,1,1,1.0,147093.84,1
15582066,561,0.0,1,1,1.0,36942.35,0
